shipment_id,Order ID,Ship Date,Ship Mode
SC-2022-07-118724,CA-2022-118724,26-07-2022,Second Class
SC-2022-07-104731,CA-2022-104731,28-07-2022,Standard Class
SC-2022-07-127719,US-2022-127719,26-07-2022,Standard Class
SC-2022-07-123834,US-2022-123834,26-07-2022,Standard Class
SC-2022-07-145093,CA-2022-145093,27-07-2022,Standard Class
SC-2022-07-160465,US-2022-160465,27-07-2022,Standard Class
SC-2022-07-123204,US-2022-123204,28-07-2022,Standard Class
SC-2022-07-106551,US-2022-106551,28-07-2022,Standard Class
SC-2022-07-109750,CA-2022-109750,29-07-2022,Standard Class
SC-2022-07-101721,US-2022-101721,28-07-2022,Standard Class
SC-2022-07-117240,CA-2022-117240,29-07-2022,Standard Class
FC-2022-07-133718,CA-2022-133718,27-07-2022,First Class
SC-2022-07-125367,CA-2022-125367,31-07-2022,Standard Class
SC-2022-07-103506,CA-2022-103506,28-07-2022,Standard Class
SC-2022-07-169320,US-2022-169320,26-07-2022,Second Class
SC-2022-07-110940,CA-2022-110940,29-07-2022,Standard Class
FC-2022-07-118346,CA-2022-118346,25-07-2022,First Class
SC-2022-07-135013,US-2022-135013,25-07-2022,Same Day
SC-2022-07-121293,CA-2022-121293,29-07-2022,Second Class
SC-2022-07-125640,CA-2022-125640,30-07-2022,Standard Class
SC-2022-08-169810,CA-2022-169810,01-08-2022,Standard Class
FC-2022-07-167549,CA-2022-167549,28-07-2022,First Class
SC-2022-08-167318,US-2022-167318,02-08-2022,Standard Class
SC-2022-08-108791,CA-2022-108791,01-08-2022,Standard Class
SC-2022-08-123239,CA-2022-123239,01-08-2022,Second Class
SC-2022-08-133046,CA-2022-133046,02-08-2022,Second Class
SC-2022-08-130841,CA-2022-130841,02-08-2022,Standard Class
SC-2022-08-130953,US-2022-130953,04-08-2022,Standard Class
SC-2022-08-146031,CA-2022-146031,02-08-2022,Second Class
SC-2022-08-115301,US-2022-115301,03-08-2022,Standard Class
SC-2022-08-130771,CA-2022-130771,04-08-2022,Standard Class
SC-2022-08-101483,CA-2022-101483,02-08-2022,Second Class
SC-2022-08-113852,US-2022-113852,03-08-2022,Standard Class
FC-2022-08-155740,CA-2022-155740,03-08-2022,First Class
SC-2022-08-141103,CA-2022-141103,07-08-2022,Standard Class
SC-2022-08-167913,CA-2022-167913,04-08-2022,Second Class
SC-2022-08-165869,US-2022-165869,06-08-2022,Standard Class
SC-2022-08-125752,CA-2022-125752,05-08-2022,Standard Class
SC-2022-08-147032,CA-2022-147032,05-08-2022,Standard Class
SC-2022-08-115805,CA-2022-115805,01-08-2022,Same Day
SC-2022-08-121909,CA-2022-121909,06-08-2022,Standard Class
FC-2022-08-161102,CA-2022-161102,04-08-2022,First Class
SC-2022-08-126144,CA-2022-126144,06-08-2022,Standard Class
SC-2022-08-162691,CA-2022-162691,08-08-2022,Standard Class
FC-2022-08-135034,CA-2022-135034,04-08-2022,First Class
FC-2022-08-133235,CA-2022-133235,05-08-2022,First Class
SC-2022-08-124576,CA-2022-124576,05-08-2022,Second Class
SC-2022-08-168942,CA-2022-168942,06-08-2022,Second Class
FC-2022-08-165386,CA-2022-165386,05-08-2022,First Class
SC-2022-08-168396,CA-2022-168396,09-08-2022,Second Class
SC-2022-08-141747,CA-2022-141747,09-08-2022,Second Class
SC-2022-08-140781,CA-2022-140781,08-08-2022,Standard Class
SC-2022-08-143175,US-2022-143175,07-08-2022,Second Class
FC-2022-08-163566,CA-2022-163566,07-08-2022,First Class
SC-2022-08-146367,CA-2022-146367,09-08-2022,Standard Class
FC-2022-08-132738,CA-2022-132738,08-08-2022,First Class
FC-2022-08-154676,CA-2022-154676,09-08-2022,First Class
FC-2022-08-117695,CA-2022-117695,09-08-2022,First Class
SC-2022-08-128328,CA-2022-128328,10-08-2022,Standard Class
SC-2022-08-151981,CA-2022-151981,13-08-2022,Standard Class
SC-2022-08-161200,CA-2022-161200,11-08-2022,Second Class
SC-2022-08-136609,CA-2022-136609,12-08-2022,Standard Class
SC-2022-08-168172,CA-2022-168172,11-08-2022,Standard Class
SC-2022-08-156776,CA-2022-156776,12-08-2022,Standard Class
SC-2022-08-155999,US-2022-155999,14-08-2022,Standard Class
SC-2022-08-115175,CA-2022-115175,13-08-2022,Standard Class
SC-2022-08-117023,CA-2022-117023,13-08-2022,Standard Class
FC-2022-08-110821,CA-2022-110821,09-08-2022,First Class
SC-2022-08-158344,CA-2022-158344,12-08-2022,Standard Class
SC-2022-08-163321,CA-2022-163321,12-08-2022,Second Class
SC-2022-08-143063,CA-2022-143063,16-08-2022,Standard Class
SC-2022-08-145443,CA-2022-145443,16-08-2022,Second Class
FC-2022-08-139311,CA-2022-139311,14-08-2022,First Class
SC-2022-08-160899,CA-2022-160899,14-08-2022,Second Class
SC-2022-08-100433,CA-2022-100433,17-08-2022,Standard Class
SC-2022-08-152310,CA-2022-152310,20-08-2022,Standard Class
FC-2022-08-158169,CA-2022-158169,16-08-2022,First Class
SC-2022-08-118941,US-2022-118941,13-08-2022,Same Day
SC-2022-08-106537,CA-2022-106537,18-08-2022,Standard Class
SC-2022-08-128363,CA-2022-128363,19-08-2022,Standard Class
SC-2022-08-103828,US-2022-103828,14-08-2022,Same Day
SC-2022-08-100580,CA-2022-100580,21-08-2022,Standard Class
SC-2022-08-167542,CA-2022-167542,21-08-2022,Standard Class
SC-2022-08-169264,CA-2022-169264,17-08-2022,Second Class
SC-2022-08-105921,CA-2022-105921,22-08-2022,Standard Class
SC-2022-08-117723,US-2022-117723,19-08-2022,Second Class
SC-2022-08-144883,CA-2022-144883,20-08-2022,Standard Class
SC-2022-08-138548,CA-2022-138548,22-08-2022,Standard Class
SC-2022-08-122987,CA-2022-122987,17-08-2022,Same Day
FC-2022-08-111423,US-2022-111423,20-08-2022,First Class
SC-2022-08-166093,CA-2022-166093,25-08-2022,Standard Class
SC-2022-08-133102,CA-2022-133102,25-08-2022,Standard Class
SC-2022-08-151211,CA-2022-151211,24-08-2022,Standard Class
SC-2022-08-118892,CA-2022-118892,23-08-2022,Second Class
SC-2022-08-151358,CA-2022-151358,23-08-2022,Standard Class
SC-2022-08-121027,CA-2022-121027,23-08-2022,Standard Class
SC-2022-08-117947,CA-2022-117947,24-08-2022,Second Class
SC-2022-08-112809,CA-2022-112809,23-08-2022,Standard Class
SC-2022-08-162936,CA-2022-162936,23-08-2022,Standard Class
SC-2022-08-122028,CA-2022-122028,26-08-2022,Standard Class
SC-2022-08-119809,CA-2022-119809,26-08-2022,Standard Class
SC-2022-08-163069,CA-2022-163069,22-08-2022,Second Class
SC-2022-08-100398,US-2022-100398,24-08-2022,Standard Class
SC-2022-08-132339,CA-2022-132339,24-08-2022,Standard Class
SC-2022-08-115777,CA-2022-115777,25-08-2022,Standard Class
SC-2022-08-101728,CA-2022-101728,24-08-2022,Standard Class
SC-2022-08-114356,US-2022-114356,27-08-2022,Standard Class
SC-2022-08-105326,CA-2022-105326,28-08-2022,Standard Class
SC-2022-08-137344,CA-2022-137344,21-08-2022,Same Day
SC-2022-08-119011,CA-2022-119011,26-08-2022,Standard Class
SC-2022-08-111241,US-2022-111241,23-08-2022,Second Class
SC-2022-08-117646,CA-2022-117646,26-08-2022,Standard Class
SC-2022-08-144750,CA-2022-144750,22-08-2022,Same Day
SC-2022-08-112956,CA-2022-112956,28-08-2022,Standard Class
FC-2022-08-109253,US-2022-109253,23-08-2022,First Class
SC-2022-08-102183,US-2022-102183,29-08-2022,Standard Class
SC-2022-08-155705,CA-2022-155705,24-08-2022,Second Class
SC-2022-08-121489,CA-2022-121489,26-08-2022,Second Class
SC-2022-08-126956,CA-2022-126956,29-08-2022,Standard Class
FC-2022-08-132381,US-2022-132381,25-08-2022,First Class
FC-2022-08-131037,CA-2022-131037,24-08-2022,First Class
SC-2022-08-129021,CA-2022-129021,27-08-2022,Second Class
SC-2022-08-123043,CA-2022-123043,30-08-2022,Standard Class
SC-2022-08-139717,CA-2022-139717,27-08-2022,Second Class
SC-2022-08-114636,CA-2022-114636,30-08-2022,Standard Class
SC-2022-08-101210,CA-2022-101210,29-08-2022,Second Class
FC-2022-08-105697,US-2022-105697,28-08-2022,First Class
SC-2022-08-159793,CA-2022-159793,30-08-2022,Standard Class
FC-2022-08-132584,CA-2022-132584,28-08-2022,First Class
SC-2022-09-128475,CA-2022-128475,02-09-2022,Standard Class
SC-2022-09-157350,CA-2022-157350,02-09-2022,Standard Class
SC-2022-08-161956,CA-2022-161956,30-08-2022,Second Class
FC-2022-08-139465,US-2022-139465,31-08-2022,First Class
SC-2022-08-130036,CA-2022-130036,28-08-2022,Same Day
FC-2022-08-155047,CA-2022-155047,31-08-2022,First Class
SC-2022-09-163097,CA-2022-163097,01-09-2022,Standard Class
SC-2022-09-134481,US-2022-134481,02-09-2022,Standard Class
FC-2022-08-162208,US-2022-162208,31-08-2022,First Class
SC-2022-08-101273,CA-2022-101273,31-08-2022,Second Class
SC-2022-09-133501,CA-2022-133501,02-09-2022,Standard Class
SC-2022-09-169502,US-2022-169502,02-09-2022,Standard Class
SC-2022-09-126067,CA-2022-126067,04-09-2022,Standard Class
SC-2022-09-146920,CA-2022-146920,02-09-2022,Standard Class
SC-2022-09-101014,CA-2022-101014,05-09-2022,Standard Class
FC-2022-09-144064,CA-2022-144064,02-09-2022,First Class
SC-2022-09-104024,CA-2022-104024,04-09-2022,Second Class
SC-2022-09-107321,CA-2022-107321,05-09-2022,Standard Class
SC-2022-09-133004,CA-2022-133004,06-09-2022,Standard Class
SC-2022-09-135062,US-2022-135062,05-09-2022,Second Class
SC-2022-09-132619,CA-2022-132619,06-09-2022,Standard Class
SC-2022-09-127712,CA-2022-127712,06-09-2022,Standard Class
SC-2022-09-159884,CA-2022-159884,06-09-2022,Standard Class
SC-2022-09-154074,CA-2022-154074,03-09-2022,Second Class
SC-2022-09-117198,CA-2022-117198,06-09-2022,Standard Class
SC-2022-09-135230,US-2022-135230,08-09-2022,Standard Class
SC-2022-09-128041,CA-2022-128041,02-09-2022,Same Day
SC-2022-09-145653,CA-2022-145653,02-09-2022,Same Day
SC-2022-09-131625,CA-2022-131625,06-09-2022,Second Class
SC-2022-09-107909,CA-2022-107909,07-09-2022,Standard Class
SC-2022-09-123001,CA-2022-123001,09-09-2022,Standard Class
SC-2022-09-163657,US-2022-163657,07-09-2022,Standard Class
SC-2022-09-145037,CA-2022-145037,08-09-2022,Second Class
SC-2022-09-114216,CA-2022-114216,07-09-2022,Standard Class
SC-2022-09-169327,CA-2022-169327,05-09-2022,Second Class
SC-2022-09-110380,CA-2022-110380,08-09-2022,Standard Class
SC-2022-09-137596,CA-2022-137596,08-09-2022,Standard Class
SC-2022-09-157987,CA-2022-157987,07-09-2022,Standard Class
SC-2022-09-146983,CA-2022-146983,07-09-2022,Standard Class
SC-2022-09-102218,CA-2022-102218,05-09-2022,Second Class
SC-2022-09-113075,CA-2022-113075,07-09-2022,Standard Class
SC-2022-09-111388,CA-2022-111388,03-09-2022,Same Day
SC-2022-09-111220,CA-2022-111220,09-09-2022,Standard Class
SC-2022-09-114552,CA-2022-114552,09-09-2022,Standard Class
SC-2022-09-153255,US-2022-153255,08-09-2022,Second Class
SC-2022-09-161067,CA-2022-161067,07-09-2022,Second Class
SC-2022-09-122637,US-2022-122637,09-09-2022,Second Class
SC-2022-09-123022,CA-2022-123022,09-09-2022,Standard Class
SC-2022-09-167626,CA-2022-167626,08-09-2022,Standard Class
SC-2022-09-161557,CA-2022-161557,09-09-2022,Standard Class
SC-2022-09-146136,CA-2022-146136,08-09-2022,Standard Class
SC-2022-09-161823,CA-2022-161823,09-09-2022,Standard Class
SC-2022-09-147410,CA-2022-147410,09-09-2022,Standard Class
FC-2022-09-101182,CA-2022-101182,06-09-2022,First Class
SC-2022-09-117450,US-2022-117450,09-09-2022,Standard Class
FC-2022-09-140326,CA-2022-140326,07-09-2022,First Class
SC-2022-09-117261,CA-2022-117261,11-09-2022,Standard Class
SC-2022-09-102750,CA-2022-102750,09-09-2022,Second Class
SC-2022-09-152485,CA-2022-152485,09-09-2022,Standard Class
SC-2022-09-100783,CA-2022-100783,09-09-2022,Second Class
SC-2022-09-117394,CA-2022-117394,11-09-2022,Standard Class
SC-2022-09-141929,CA-2022-141929,09-09-2022,Standard Class
SC-2022-09-109757,CA-2022-109757,10-09-2022,Second Class
SC-2022-09-137582,CA-2022-137582,09-09-2022,Standard Class
SC-2022-09-120761,CA-2022-120761,09-09-2022,Standard Class
FC-2022-09-147655,US-2022-147655,06-09-2022,First Class
SC-2022-09-166394,US-2022-166394,07-09-2022,Second Class
SC-2022-09-116680,CA-2022-116680,07-09-2022,Second Class
SC-2022-09-120705,CA-2022-120705,12-09-2022,Standard Class
FC-2022-09-107293,CA-2022-107293,07-09-2022,First Class
SC-2022-09-102736,CA-2022-102736,10-09-2022,Standard Class
SC-2022-09-148929,CA-2022-148929,12-09-2022,Standard Class
FC-2022-09-151008,CA-2022-151008,09-09-2022,First Class
FC-2022-09-169488,US-2022-169488,10-09-2022,First Class
SC-2022-09-100335,CA-2022-100335,14-09-2022,Standard Class
SC-2022-09-103877,CA-2022-103877,15-09-2022,Standard Class
SC-2022-09-107244,CA-2022-107244,12-09-2022,Standard Class
SC-2022-09-124401,CA-2022-124401,13-09-2022,Standard Class
SC-2022-09-100160,CA-2022-100160,12-09-2022,Standard Class
SC-2022-09-128783,CA-2022-128783,08-09-2022,Same Day
FC-2022-09-130687,US-2022-130687,11-09-2022,First Class
FC-2022-09-163692,CA-2022-163692,10-09-2022,First Class
SC-2022-09-129441,US-2022-129441,12-09-2022,Standard Class
SC-2022-09-128769,CA-2022-128769,13-09-2022,Standard Class
SC-2022-09-150070,US-2022-150070,13-09-2022,Standard Class
SC-2022-09-104094,US-2022-104094,12-09-2022,Standard Class
FC-2022-09-124779,US-2022-124779,12-09-2022,First Class
SC-2022-09-152856,CA-2022-152856,11-09-2022,Second Class
SC-2022-09-149895,CA-2022-149895,13-09-2022,Standard Class
SC-2022-09-132437,CA-2022-132437,14-09-2022,Second Class
SC-2022-09-158036,CA-2022-158036,15-09-2022,Standard Class
FC-2022-09-144456,CA-2022-144456,10-09-2022,First Class
SC-2022-09-124968,US-2022-124968,14-09-2022,Second Class
SC-2022-09-126396,CA-2022-126396,13-09-2022,Second Class
SC-2022-09-159562,US-2022-159562,16-09-2022,Standard Class
FC-2022-09-152198,CA-2022-152198,11-09-2022,First Class
SC-2022-09-155929,CA-2022-155929,14-09-2022,Standard Class
SC-2022-09-118087,US-2022-118087,14-09-2022,Standard Class
SC-2022-09-147228,CA-2022-147228,15-09-2022,Standard Class
SC-2022-09-100825,CA-2022-100825,15-09-2022,Standard Class
SC-2022-09-137498,CA-2022-137498,15-09-2022,Second Class
SC-2022-09-169439,CA-2022-169439,14-09-2022,Standard Class
SC-2022-09-147361,CA-2022-147361,16-09-2022,Standard Class
SC-2022-09-139444,CA-2022-139444,16-09-2022,Standard Class
SC-2022-09-146213,US-2022-146213,15-09-2022,Standard Class
SC-2022-09-168403,CA-2022-168403,16-09-2022,Standard Class
FC-2022-09-126438,CA-2022-126438,14-09-2022,First Class
SC-2022-09-110905,CA-2022-110905,16-09-2022,Second Class
SC-2022-09-128370,CA-2022-128370,11-09-2022,Same Day
SC-2022-09-159954,CA-2022-159954,15-09-2022,Standard Class
SC-2022-09-122280,CA-2022-122280,11-09-2022,Same Day
SC-2022-09-120999,CA-2022-120999,16-09-2022,Standard Class
SC-2022-09-123036,CA-2022-123036,18-09-2022,Standard Class
FC-2022-09-147403,CA-2022-147403,14-09-2022,First Class
SC-2022-09-152093,CA-2022-152093,16-09-2022,Standard Class
SC-2022-09-152898,US-2022-152898,16-09-2022,Standard Class
SC-2022-09-142188,US-2022-142188,12-09-2022,Same Day
SC-2022-09-166898,CA-2022-166898,14-09-2022,Second Class
SC-2022-09-149559,CA-2022-149559,13-09-2022,Same Day
SC-2022-09-127726,CA-2022-127726,14-09-2022,Second Class
FC-2022-09-112774,CA-2022-112774,13-09-2022,First Class
SC-2022-09-160836,US-2022-160836,17-09-2022,Standard Class
SC-2022-09-117044,CA-2022-117044,14-09-2022,Second Class
SC-2022-09-124898,CA-2022-124898,16-09-2022,Standard Class
SC-2022-09-144484,CA-2022-144484,12-09-2022,Same Day
FC-2022-09-140676,CA-2022-140676,16-09-2022,First Class
FC-2022-09-108749,CA-2022-108749,16-09-2022,First Class
SC-2022-09-109582,US-2022-109582,18-09-2022,Second Class
FC-2022-09-103611,CA-2022-103611,16-09-2022,First Class
SC-2022-09-139493,CA-2022-139493,20-09-2022,Standard Class
FC-2022-09-152975,CA-2022-152975,17-09-2022,First Class
SC-2022-09-147725,CA-2022-147725,15-09-2022,Same Day
SC-2022-09-157224,US-2022-157224,19-09-2022,Second Class
SC-2022-09-130302,CA-2022-130302,20-09-2022,Standard Class
FC-2022-09-156237,CA-2022-156237,16-09-2022,First Class
SC-2022-09-108931,CA-2022-108931,20-09-2022,Standard Class
SC-2022-09-114440,CA-2022-114440,18-09-2022,Second Class
FC-2022-09-115882,CA-2022-115882,18-09-2022,First Class
SC-2022-09-165008,CA-2022-165008,18-09-2022,Second Class
SC-2022-09-124205,CA-2022-124205,20-09-2022,Standard Class
SC-2022-09-163300,US-2022-163300,22-09-2022,Standard Class
SC-2022-09-116652,US-2022-116652,20-09-2022,Standard Class
SC-2022-09-130043,CA-2022-130043,20-09-2022,Standard Class
SC-2022-09-139822,CA-2022-139822,22-09-2022,Standard Class
SC-2022-09-145737,CA-2022-145737,21-09-2022,Standard Class
SC-2022-09-121888,CA-2022-121888,18-09-2022,Second Class
FC-2022-09-132353,CA-2022-132353,18-09-2022,First Class
SC-2022-09-127096,CA-2022-127096,18-09-2022,Second Class
SC-2022-09-134418,CA-2022-134418,21-09-2022,Standard Class
SC-2022-09-146185,CA-2022-146185,20-09-2022,Standard Class
SC-2022-09-163020,CA-2022-163020,20-09-2022,Standard Class
SC-2022-09-112984,CA-2022-112984,19-09-2022,Second Class
SC-2022-09-141446,CA-2022-141446,19-09-2022,Second Class
FC-2022-09-118136,CA-2022-118136,18-09-2022,First Class
FC-2022-09-136448,CA-2022-136448,19-09-2022,First Class
SC-2022-09-130715,CA-2022-130715,21-09-2022,Standard Class
SC-2022-09-134173,CA-2022-134173,22-09-2022,Standard Class
SC-2022-09-144113,CA-2022-144113,21-09-2022,Standard Class
FC-2022-09-142293,CA-2022-142293,21-09-2022,First Class
SC-2022-09-137470,CA-2022-137470,18-09-2022,Same Day
SC-2022-09-126928,CA-2022-126928,24-09-2022,Standard Class
SC-2022-09-157931,CA-2022-157931,23-09-2022,Second Class
SC-2022-09-112515,CA-2022-112515,22-09-2022,Second Class
SC-2022-09-105669,CA-2022-105669,23-09-2022,Second Class
SC-2022-09-164756,CA-2022-164756,23-09-2022,Standard Class
FC-2022-09-131016,CA-2022-131016,21-09-2022,First Class
SC-2022-09-166856,CA-2022-166856,23-09-2022,Standard Class
SC-2022-09-134439,CA-2022-134439,24-09-2022,Second Class
SC-2022-09-133333,CA-2022-133333,23-09-2022,Standard Class
SC-2022-09-148068,CA-2022-148068,26-09-2022,Standard Class
FC-2022-09-140508,CA-2022-140508,22-09-2022,First Class
SC-2022-09-106180,CA-2022-106180,24-09-2022,Standard Class
SC-2022-09-139787,CA-2022-139787,24-09-2022,Standard Class
SC-2022-09-153822,CA-2022-153822,26-09-2022,Standard Class
SC-2022-09-160801,CA-2022-160801,20-09-2022,Same Day
SC-2022-09-102974,CA-2022-102974,25-09-2022,Standard Class
SC-2022-09-143378,CA-2022-143378,26-09-2022,Standard Class
SC-2022-09-139619,CA-2022-139619,24-09-2022,Standard Class
SC-2022-09-148866,US-2022-148866,25-09-2022,Standard Class
SC-2022-09-100111,CA-2022-100111,27-09-2022,Standard Class
SC-2022-09-133074,CA-2022-133074,26-09-2022,Standard Class
SC-2022-09-169817,CA-2022-169817,26-09-2022,Standard Class
FC-2022-09-165155,CA-2022-165155,24-09-2022,First Class
FC-2022-09-132262,CA-2022-132262,24-09-2022,First Class
SC-2022-09-151428,CA-2022-151428,27-09-2022,Standard Class
SC-2022-09-146878,US-2022-146878,28-09-2022,Standard Class
SC-2022-09-123351,CA-2022-123351,26-09-2022,Standard Class
SC-2022-09-166317,CA-2022-166317,27-09-2022,Standard Class
SC-2022-09-102967,CA-2022-102967,27-09-2022,Standard Class
SC-2022-09-117009,CA-2022-117009,29-09-2022,Standard Class
SC-2022-09-103226,US-2022-103226,29-09-2022,Standard Class
SC-2022-09-158379,CA-2022-158379,27-09-2022,Second Class
SC-2022-09-162789,CA-2022-162789,25-09-2022,Second Class
SC-2022-09-161970,CA-2022-161970,28-09-2022,Standard Class
SC-2022-09-167381,CA-2022-167381,25-09-2022,Second Class
SC-2022-09-108245,US-2022-108245,28-09-2022,Standard Class
FC-2022-09-122196,CA-2022-122196,25-09-2022,First Class
FC-2022-09-161053,CA-2022-161053,24-09-2022,First Class
SC-2022-09-136000,CA-2022-136000,26-09-2022,Second Class
FC-2022-09-103520,CA-2022-103520,26-09-2022,First Class
SC-2022-09-121853,CA-2022-121853,30-09-2022,Standard Class
SC-2022-09-102309,CA-2022-102309,26-09-2022,Second Class
SC-2022-09-121412,CA-2022-121412,28-09-2022,Standard Class
SC-2022-09-117485,CA-2022-117485,30-09-2022,Standard Class
SC-2022-09-132059,US-2022-132059,30-09-2022,Standard Class
SC-2022-10-123778,CA-2022-123778,01-10-2022,Standard Class
SC-2022-09-132521,CA-2022-132521,26-09-2022,Second Class
SC-2022-09-125647,US-2022-125647,29-09-2022,Standard Class
FC-2022-09-121314,CA-2022-121314,27-09-2022,First Class
FC-2022-09-138422,CA-2022-138422,27-09-2022,First Class
SC-2022-09-122364,CA-2022-122364,30-09-2022,Standard Class
SC-2022-09-108910,CA-2022-108910,30-09-2022,Standard Class
FC-2022-09-163335,CA-2022-163335,28-09-2022,First Class
SC-2022-09-130148,CA-2022-130148,29-09-2022,Second Class
FC-2022-09-148411,CA-2022-148411,27-09-2022,First Class
SC-2022-09-121839,CA-2022-121839,29-09-2022,Standard Class
SC-2022-09-134096,CA-2022-134096,30-09-2022,Standard Class
SC-2022-09-144694,CA-2022-144694,27-09-2022,Second Class
SC-2022-09-142034,CA-2022-142034,29-09-2022,Standard Class
SC-2022-09-132675,US-2022-132675,29-09-2022,Standard Class
SC-2022-09-160325,CA-2022-160325,25-09-2022,Same Day
SC-2022-09-142391,CA-2022-142391,25-09-2022,Same Day
SC-2022-10-144904,CA-2022-144904,02-10-2022,Standard Class
FC-2022-09-169929,CA-2022-169929,29-09-2022,First Class
SC-2022-09-122112,CA-2022-122112,30-09-2022,Standard Class
FC-2022-09-112004,CA-2022-112004,29-09-2022,First Class
SC-2022-09-162572,CA-2022-162572,28-09-2022,Second Class
SC-2022-09-116939,CA-2022-116939,30-09-2022,Standard Class
SC-2022-09-162481,CA-2022-162481,30-09-2022,Standard Class
FC-2022-09-156391,CA-2022-156391,29-09-2022,First Class
SC-2022-09-106145,US-2022-106145,27-09-2022,Same Day
SC-2022-10-129490,CA-2022-129490,01-10-2022,Standard Class
SC-2022-10-160017,CA-2022-160017,03-10-2022,Standard Class
SC-2022-10-139955,US-2022-139955,01-10-2022,Second Class
SC-2022-10-152205,CA-2022-152205,06-10-2022,Standard Class
SC-2022-10-101574,CA-2022-101574,05-10-2022,Standard Class
FC-2022-10-125717,US-2022-125717,02-10-2022,First Class
SC-2022-09-121300,CA-2022-121300,30-09-2022,Same Day
SC-2022-10-137918,CA-2022-137918,07-10-2022,Standard Class
FC-2022-10-140186,CA-2022-140186,03-10-2022,First Class
FC-2022-10-141509,US-2022-141509,02-10-2022,First Class
SC-2022-10-100314,CA-2022-100314,06-10-2022,Standard Class
SC-2022-10-118402,CA-2022-118402,05-10-2022,Standard Class
FC-2022-10-126676,CA-2022-126676,02-10-2022,First Class
SC-2022-10-128335,CA-2022-128335,06-10-2022,Standard Class
SC-2022-10-148138,CA-2022-148138,04-10-2022,Standard Class
SC-2022-10-130603,US-2022-130603,07-10-2022,Standard Class
FC-2022-10-147452,CA-2022-147452,04-10-2022,First Class
SC-2022-10-144225,CA-2022-144225,03-10-2022,Second Class
SC-2022-10-123029,CA-2022-123029,03-10-2022,Second Class
FC-2022-10-120908,US-2022-120908,03-10-2022,First Class
SC-2022-10-156951,CA-2022-156951,09-10-2022,Standard Class
FC-2022-10-129378,CA-2022-129378,03-10-2022,First Class
SC-2022-10-139577,US-2022-139577,07-10-2022,Standard Class
SC-2022-10-152275,CA-2022-152275,09-10-2022,Standard Class
SC-2022-10-117807,CA-2022-117807,08-10-2022,Standard Class
FC-2022-10-113418,CA-2022-113418,04-10-2022,First Class
FC-2022-10-162558,US-2022-162558,06-10-2022,First Class
SC-2022-10-101308,CA-2022-101308,08-10-2022,Standard Class
SC-2022-10-105914,CA-2022-105914,09-10-2022,Standard Class
SC-2022-10-147564,CA-2022-147564,07-10-2022,Standard Class
SC-2022-10-152926,CA-2022-152926,05-10-2022,Second Class
SC-2022-10-141117,CA-2022-141117,09-10-2022,Standard Class
SC-2022-10-137414,CA-2022-137414,07-10-2022,Standard Class
SC-2022-10-123981,CA-2022-123981,09-10-2022,Standard Class
SC-2022-10-116113,CA-2022-116113,07-10-2022,Second Class
SC-2022-10-126074,CA-2022-126074,07-10-2022,Standard Class
SC-2022-10-134607,CA-2022-134607,09-10-2022,Second Class
SC-2022-10-144820,CA-2022-144820,08-10-2022,Second Class
SC-2022-10-149853,CA-2022-149853,10-10-2022,Standard Class
FC-2022-10-141789,CA-2022-141789,07-10-2022,First Class
SC-2022-10-143035,CA-2022-143035,06-10-2022,Second Class
SC-2022-10-101749,CA-2022-101749,09-10-2022,Standard Class
SC-2022-10-163818,CA-2022-163818,09-10-2022,Standard Class
SC-2022-10-131807,CA-2022-131807,11-10-2022,Standard Class
SC-2022-10-103247,US-2022-103247,09-10-2022,Second Class
SC-2022-10-143112,CA-2022-143112,10-10-2022,Standard Class
SC-2022-10-167661,CA-2022-167661,11-10-2022,Standard Class
FC-2022-10-157672,CA-2022-157672,08-10-2022,First Class
SC-2022-10-136868,US-2022-136868,13-10-2022,Standard Class
SC-2022-10-109099,CA-2022-109099,12-10-2022,Standard Class
SC-2022-10-137421,CA-2022-137421,12-10-2022,Standard Class
SC-2022-10-118577,CA-2022-118577,12-10-2022,Standard Class
SC-2022-10-146269,CA-2022-146269,07-10-2022,Same Day
SC-2022-10-148054,US-2022-148054,12-10-2022,Standard Class
SC-2022-10-108574,CA-2022-108574,12-10-2022,Standard Class
SC-2022-10-148404,CA-2022-148404,12-10-2022,Standard Class
SC-2022-10-104003,CA-2022-104003,14-10-2022,Standard Class
SC-2022-10-152709,CA-2022-152709,13-10-2022,Standard Class
SC-2022-10-128426,CA-2022-128426,12-10-2022,Standard Class
SC-2022-10-105487,CA-2022-105487,15-10-2022,Standard Class
SC-2022-10-168613,US-2022-168613,15-10-2022,Standard Class
FC-2022-10-151596,CA-2022-151596,12-10-2022,First Class
FC-2022-10-162635,CA-2022-162635,11-10-2022,First Class
SC-2022-10-141873,CA-2022-141873,15-10-2022,Standard Class
FC-2022-10-115595,US-2022-115595,12-10-2022,First Class
FC-2022-10-132430,CA-2022-132430,12-10-2022,First Class
SC-2022-10-117247,US-2022-117247,15-10-2022,Standard Class
SC-2022-10-163125,CA-2022-163125,12-10-2022,Second Class
SC-2022-10-111717,CA-2022-111717,17-10-2022,Standard Class
SC-2022-10-152933,CA-2022-152933,17-10-2022,Standard Class
SC-2022-10-152702,CA-2022-152702,17-10-2022,Standard Class
SC-2022-10-130505,CA-2022-130505,13-10-2022,Same Day
SC-2022-10-112431,CA-2022-112431,15-10-2022,Second Class
